0.0794664,0.1307562,0.10479563,0.101329155,0.06750294,0.102473296,0.032674413,0.05197414,0.111367516,0.06197381,0.032189198,0.042759825,0.08073747
0.14025709,0.06789389,0.17347793,5.206347e-08,0.024850314,0.13987312,0.03884694,0.117086105,0.06265947,0.05308519,0.03779222,0.057684347,0.086493365
5.164572e-07,0.039948117,0.1299968,-0.0,0.1751857,0.032385085,0.08330129,0.01406286,0.19992206,0.13804197,0.046598263,0.06444191,0.076115385
-0.0,0.040969606,0.16910438,0.17136043,0.18114302,0.047337916,0.055946134,0.030206535,0.0369105,0.056867596,0.077864334,0.06332948,0.0689601
0.010992454,0.15179305,0.05717388,-0.0,1.230621e-20,0.048586335,0.09322369,0.11855178,0.050401952,0.1545195,0.1116658,0.047038347,0.15605316
0.10595613,0.049195755,0.11820308,0.11262554,2.9043363e-09,0.082990326,0.02781357,0.09309584,0.085299924,0.13164753,0.025550136,0.12470359,0.042918626
8.4512445e-05,0.034231868,0.09451028,0.062105253,-0.0,0.056689747,0.19727652,0.12835026,0.052235343,0.15723675,0.05113198,0.06823327,0.09791427
0.13013938,0.07803472,0.10187588,0.023883281,1.0347128e-06,0.028062316,0.028686153,0.014511038,0.13565797,0.087408505,0.14188002,0.14085476,0.08900494
3.890658e-10,0.052660454,0.0032028141,0.048349574,-0.0,0.048804227,0.056677416,0.16889518,0.11705151,0.08493447,0.1452917,0.17018248,0.10395006
-0.0,0.041673724,0.15702128,0.11551161,0.09648542,0.036514882,0.05580573,0.08062744,0.045964826,0.05269843,0.12883885,0.08321427,0.105643526
0.012558035,0.06699803,0.07893694,0.13698004,-0.0,0.019171089,0.08898028,0.21186268,0.043988965,0.13656425,0.12590022,2.1457142e-11,0.07805946
0.11476495,0.13690253,0.13010104,0.067254625,0.11047125,0.017640013,4.6295615e-10,0.1558853,0.049797747,0.046805672,0.035675976,0.06666902,0.06803196
0.13437426,0.04468126,0.117191404,9.195452e-08,-0.0,0.06599932,0.07549703,-0.0,0.07141171,0.09839537,0.08068748,0.109494746,0.2022673
-0.0,0.03712213,0.21294497,-0.0,-0.0,0.17136967,0.19511883,0.028860413,0.07820462,0.057261422,0.041851144,0.09402293,0.08324385
0.1501101,0.059607558,0.17339426,4.0487083e-13,-0.0,0.037347164,0.049701497,0.03681431,0.051699053,0.19683856,0.049090505,0.118952505,0.07644446
7.004989e-07,0.016741632,0.30614743,-0.0,5.28222e-07,1.3548e-06,0.07758209,4.4791665e-07,0.106479414,0.073863186,0.056704707,0.08242299,0.28005558
0.056891512,0.029642312,0.1319769,6.310407e-08,0.1544869,0.02194721,0.06933375,0.07307423,0.11938483,0.17379631,0.024458028,0.08663564,0.05837237
1.0181924e-10,-0.0,0.112608515,9.214685e-09,7.4744875e-08,0.08540383,0.068837434,0.05296563,0.28506175,0.09200624,0.08572635,0.09117572,0.12621443
0.106624916,0.07219202,3.3788697e-14,-0.0,0.16931212,0.032505162,0.037628707,0.22400296,0.10191547,0.05518578,0.05470219,0.06451109,0.08141955
1.6721523e-09,0.033893842,0.26717776,-0.0,4.8529843e-13,0.03589635,0.16641356,0.021891078,0.042893745,0.068765104,0.0455338,0.15747319,0.16006154
5.4194365e-09,0.120667435,0.057688467,0.15567043,1.280531e-07,0.083844595,0.16164346,-0.0,0.05321472,0.09295064,0.13922438,0.06904445,0.06605129
0.07308653,0.03220063,0.08436215,0.22461303,7.227606e-10,0.0035687152,0.055709682,0.053640854,0.056215245,0.07122302,4.5958102e-05,0.1832274,0.16210677
-0.0,0.05967202,0.10391994,-0.0,0.122362345,0.21235067,0.059450705,0.0625091,-0.0,0.21638924,-0.0,0.073717415,0.08962861
0.11027846,0.15750992,0.058769934,7.120524e-07,7.965006e-11,0.047018606,0.06886932,0.16569997,0.07217536,0.16151075,0.06296282,0.09520412,-0.0
0.11654369,0.03304314,0.044342738,0.08458774,0.09247677,0.0950383,0.054500412,0.13713975,0.057634413,0.05581533,0.09373918,0.080622956,0.054515604
1.2400891e-15,0.19521263,0.06479277,0.19206089,0.00042314793,0.039766476,0.04355843,0.031414147,0.16667584,0.05375715,0.051616836,0.06465766,0.096063994
0.11323378,0.022456678,0.050794546,-0.0,0.03211745,0.08376254,0.13829045,0.06340976,0.05292293,0.046312936,0.12696852,0.13073096,0.1389995
0.09958139,0.14051862,0.046472218,-0.0,0.031643923,0.118858,0.032595556,0.11706422,0.13726754,0.039064303,0.115553126,0.049396534,0.07198454
0.12105418,0.1498053,0.06894137,-0.0,5.9210854e-16,0.02982971,0.043982368,0.035916653,9.8128035e-20,0.1885172,0.16551611,0.059442297,0.1369949
-0.0,0.04351861,0.080817975,0.19636473,0.18895908,0.03569007,0.0413578,0.030687947,0.04765331,0.0539805,0.14815804,0.06192543,0.070886455
6.7218973e-16,0.08219574,0.05697951,0.1581444,0.03158391,0.093171045,0.12027268,0.0853511,0.037828945,0.059312183,0.04521374,0.05695693,0.17298982
0.08235128,0.04219891,0.071406774,6.968703e-18,-0.0,0.02789486,0.045631714,0.18461533,0.036553543,0.13264194,0.083835535,0.08244936,0.21042077
3.7314177e-08,0.118956886,0.11923639,0.08322404,-0.0,0.1150758,0.028439753,0.076972045,0.033641975,0.12896252,0.15915057,0.04671619,0.089623846
-0.0,0.03551552,0.10998673,-0.0,1.1969193e-07,0.16488749,0.06903429,0.0853413,0.041905984,0.10073203,0.16578679,0.15945776,0.067351945
0.15262645,0.051164255,0.048513148,0.12956583,0.11282137,0.02982401,0.045453537,0.06823388,0.12950799,0.041243065,0.08277801,0.04848289,0.05978554
0.14421938,0.07504917,0.13514742,-0.0,3.538252e-13,0.049656756,0.07110832,2.7618008e-10,0.061082188,0.083832026,0.11137411,0.117815025,0.1507156
